Participant,Condition,Segment_ID,ROI,abs_power,relative_power
VJJ,Binaural,56,Auditory,9.522236784473344e-13,1.060553750916975
VJJ,Binaural,56,Occipital_Visual,3.45342392570393e-13,0.384630395232741
VJJ,Binaural,56,Gonzalez,8.23288881860956e-13,0.9169506403890278
VJJ,Binaural,56,CPP,5.577822405655583e-13,0.6212385396583006
VJJ,Binaural,57,Frontal,2.2308234551068212e-12,2.0153729834427674
VJJ,Binaural,57,Auditory,1.3619481134909347e-12,1.230412665106679
VJJ,Binaural,57,Occipital_Visual,2.9335498186094145e-13,0.26502308089304827
VJJ,Binaural,57,Gonzalez,1.3363480120052126e-12,1.207284993219597
VJJ,Binaural,57,CPP,3.7901596307404156e-13,0.3424110189106776
VJJ,Binaural,58,Frontal,1.3418753872793384e-12,1.6564673230856615
VJJ,Binaural,58,Auditory,9.615550272015557e-13,1.186983901044271
VJJ,Binaural,58,Occipital_Visual,3.9585517298731966e-13,0.4886602474000183
VJJ,Binaural,58,Gonzalez,1.1805861117612264e-12,1.457365068887824
VJJ,Binaural,58,CPP,3.175924828913435e-13,0.3920494965138205
VJJ,Binaural,59,Frontal,2.3975748962848397e-12,2.23684040180213
VJJ,Binaural,59,Auditory,1.1953848710929484e-12,1.115245734140383
VJJ,Binaural,59,Occipital_Visual,3.409510147968215e-13,0.31809350611517273
VJJ,Binaural,59,Gonzalez,1.87823044001524e-12,1.7523130304003456
VJJ,Binaural,59,CPP,2.398778770327441e-13,0.22379635675899207
VJJ,Binaural,60,Frontal,1.6180933688069169e-12,2.0264860199870403
VJJ,Binaural,60,Auditory,8.652977191792926e-13,1.0836913152523715
VJJ,Binaural,60,Occipital_Visual,4.4048061548356666e-13,0.55165408038901
VJJ,Binaural,60,Gonzalez,1.1664906056120991e-12,1.4609026588262415
VJJ,Binaural,60,CPP,1.5930279881341303e-13,0.19950943558851672
VJJ,Control,1,Frontal,8.718775846624481e-13,0.974950166666268
VJJ,Control,1,Auditory,1.1140299830655114e-12,1.245729603292231
VJJ,Control,1,Occipital_Visual,4.159285826870446e-13,0.4650992847453394
VJJ,Control,1,Gonzalez,7.548005859297709e-13,0.8440324306960266
